id,state_id,state,district_id,district,city_id,city,loc_id,locality,subloc_id,sublocality,alt_name,pincode,latitude1,longitude1,latitude2,longitude2
3777,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24549,Annabhau Sathe Nagar,,421301,19.253512,73.11783,19.204558,73.109543
3778,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24550,Raunak City,,421301,19.26199,73.121851,19.204558,73.109543
3779,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24551,Bhagirathi Nagar,,421301,19.261158,73.131078,19.204558,73.109543
3780,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24552,Adharwadi,,421301,19.255992,73.124836,19.204558,73.109543
3781,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24553,Gandhar Nagar,,421301,19.25668,73.134085,19.204558,73.109543
3782,21,Maharashtra,179,Thane,192,Kalyan,12663,Khadakpada,24554,Godrej Hill,,421301,19.262146,73.147374,19.204558,73.109543
3783,21,Maharashtra,179,Thane,192,Kalyan,12664,Bhoirwadi,24555,Tawri Pada,,421301,19.255555,73.147121,19.204558,73.109543
3784,21,Maharashtra,179,Thane,192,Kalyan,12665,Gauripada,24556,Yogidham,,421301,19.24871,73.153519,19.204558,73.109543
3785,21,Maharashtra,179,Thane,192,Kalyan,12665,Gauripada,24557,Milind Nagar,,421301,19.247065,73.150069,19.204558,73.109543
3786,21,Maharashtra,179,Thane,192,Kalyan,12665,Gauripada,24558,Anupam Nagar,,421301,19.246412,73.151528,19.204558,73.109543
3787,21,Maharashtra,179,Thane,192,Kalyan,12666,Chikan Ghar,24559,Emerald Society,,421301,19.243228,73.142388,19.204558,73.109543
3788,21,Maharashtra,179,Thane,192,Kalyan,12666,Chikan Ghar,24560,Patil Nagar,,421301,19.24721,73.144012,19.204558,73.109543
3789,21,Maharashtra,179,Thane,192,Kalyan,12666,Chikan Ghar,24561,Renuka colony,,421301,19.246202,73.140375,19.204558,73.109543
3790,21,Maharashtra,179,Thane,192,Kalyan,12668,Beturkar Pada,24562,Swanand Nagar,,421301,19.24627,73.129816,19.204558,73.109543
3791,21,Maharashtra,179,Thane,192,Kalyan,12675,Kumbharwada,24563,Manik Colony,,421301,19.242084,73.12907,19.204558,73.109543
3792,21,Maharashtra,179,Thane,192,Kalyan,12676,Bhoiwada,24564,Govindwadi,,421301,19.239786,73.119154,19.204558,73.109543
3793,21,Maharashtra,179,Thane,192,Kalyan,12676,Bhoiwada,24565,Bhanunagar Kalyan(West),,421301,19.237302,73.126129,19.204558,73.109543
3794,21,Maharashtra,179,Thane,192,Kalyan,12676,Bhoiwada,24566,Lok Udyan Phase I,,421301,19.234102,73.123886,19.204558,73.109543
3795,21,Maharashtra,179,Thane,192,Kalyan,12677,Rambaug,24567,St Joseph Colony,,421301,19.242928,73.138832,19.204558,73.109543
3796,21,Maharashtra,179,Thane,192,Kalyan,12678,Syndicate,24568,Brahmin Society,,421301,19.240777,73.147331,19.204558,73.109543
3797,21,Maharashtra,179,Thane,192,Kalyan,12679,Anandwadi,24569,Vandna Colony,,421306,19.22912,73.142573,19.204558,73.109543
3798,21,Maharashtra,179,Thane,192,Kalyan,12680,Kalyan Railway Yard,24570,Valdhuni,,421002,19.236595,73.144569,19.204558,73.109543
